entityName,variationId,count,firstTimestamp,lastTimestamp,firstDate,lastDate,duration
Posts,57,52,1217540572667,1286367727837,31/07/2008,06/10/2010,797
Posts,82,2501,1217542088620,1471351721187,31/07/2008,16/08/2016,2938
Posts,288,5384812,1217542677883,1481430344767,31/07/2008,11/12/2016,3054
Posts,248,166,1217548601303,1392633128160,31/07/2008,17/02/2014,2026
Posts,206,3815,1217552351177,1462879114470,01/08/2008,10/05/2016,2839
Posts,90,997902,1217567395993,1481423900490,01/08/2008,11/12/2016,3054
Posts,273,748,1217567564193,1470556160630,01/08/2008,07/08/2016,2928
Posts,86,5397,1217592830207,1476451185507,01/08/2008,14/10/2016,2996
Posts,271,61463,1217592982167,1474551340537,01/08/2008,22/09/2016,2974
Posts,299,14561951,1217593157417,1481430863867,01/08/2008,11/12/2016,3054
Posts,285,8947,1217593371593,1480642561097,01/08/2008,02/12/2016,3045
Posts,215,6518,1217593857630,1481283106123,01/08/2008,09/12/2016,3052
Posts,275,1545,1217594160957,1479209147213,01/08/2008,15/11/2016,3028
Posts,176,36,1217596640640,1249838717417,01/08/2008,09/08/2009,373
Posts,283,24427,1217597879723,1480969469920,01/08/2008,05/12/2016,3048
Posts,227,916,1217597907133,1478670611520,01/08/2008,09/11/2016,3022
Posts,269,54709,1217598360097,1481419190610,01/08/2008,11/12/2016,3053
Posts,80,22399,1217598993837,1474515552917,01/08/2008,22/09/2016,2974
Posts,23,251,1217600392510,1453686498650,01/08/2008,25/01/2016,2732
Posts,298,97578,1217601661110,1481177744357,01/08/2008,08/12/2016,3051
Posts,141,496,1217601684277,1376389076770,01/08/2008,13/08/2013,1838
Posts,102,1437,1217604185190,1475665795507,01/08/2008,05/10/2016,2987
Posts,297,275745,1217604443093,1481292189180,01/08/2008,09/12/2016,3052
Posts,143,87,1217607762420,1361950529467,01/08/2008,27/02/2013,1671
Posts,177,30,1217610788933,1238764057873,01/08/2008,03/04/2009,245
Posts,281,8004,1217613115407,1479930822367,01/08/2008,23/11/2016,3036
Posts,216,505295,1217615774070,1481428964873,01/08/2008,11/12/2016,3053
Posts,109,2406797,1217630082853,1481429373057,01/08/2008,11/12/2016,3053
Posts,208,779,1217633331577,1464308217267,01/08/2008,27/05/2016,2855
Posts,30,45116,1217648155697,1481405430267,02/08/2008,10/12/2016,3053
Posts,267,11761,1217663767933,1439934408743,02/08/2008,18/08/2015,2573
Posts,88,8522,1217667507540,1479830602617,02/08/2008,22/11/2016,3034
Posts,26,334,1217689907523,1477367379707,02/08/2008,25/10/2016,3006
Posts,3,23,1217706710250,1275070718917,02/08/2008,28/05/2010,664
Posts,207,1890,1217713151733,1478776828493,02/08/2008,10/11/2016,3022
Posts,29,475,1217729159620,1478675749413,03/08/2008,09/11/2016,3020
Posts,108,15662,1217776030073,1481271708490,03/08/2008,09/12/2016,3050
Posts,279,23884,1217777657523,1480939533443,03/08/2008,05/12/2016,3046
Posts,84,277,1217799757903,1384267765220,03/08/2008,12/11/2013,1927
Posts,261,26046,1217803544533,1481413735453,03/08/2008,10/12/2016,3051
Posts,9,541,1217805501627,1472930268233,03/08/2008,03/09/2016,2953
Posts,69,22,1217825318013,1279371004267,04/08/2008,17/07/2010,712
Posts,22,76,1217829000337,1450548484647,04/08/2008,19/12/2015,2694
Posts,105,12565,1217832680323,1480991556643,04/08/2008,06/12/2016,3046
Posts,258,1901,1217858246097,1369245512390,04/08/2008,22/05/2013,1752
Posts,98,754213,1217861230970,1481411322803,04/08/2008,10/12/2016,3050
Posts,235,2298742,1217862161893,1481430249400,04/08/2008,11/12/2016,3051
Posts,223,394648,1217865929333,1481429946407,04/08/2008,11/12/2016,3051
Posts,155,367,1217867446347,1479323713673,04/08/2008,16/11/2016,3026
Posts,37,29875,1217887270317,1481409338023,04/08/2008,10/12/2016,3050
Posts,121,11,1217893822933,1265732084733,04/08/2008,09/02/2010,554
Posts,107,4997,1217922338310,1481276112760,05/08/2008,09/12/2016,3048
Posts,226,2638,1217934916953,1480637062537,05/08/2008,02/12/2016,3041
Posts,117,2400458,1217944625033,1481429402373,05/08/2008,11/12/2016,3050
Posts,81,931,1217945676327,1453803629313,05/08/2008,26/01/2016,2730
Posts,28,764,1217984165937,1480934656493,06/08/2008,05/12/2016,3043
Posts,268,1948,1218014228423,1472759843163,06/08/2008,01/09/2016,2948
Posts,40,73,1218017456067,1415902862490,06/08/2008,13/11/2014,2290
Posts,21,1916,1218031156793,1463044405060,06/08/2008,12/05/2016,2836
Posts,246,3194,1218037499433,1238966674713,06/08/2008,05/04/2009,242
Posts,47,114148,1218038344787,1481407607187,06/08/2008,10/12/2016,3048
Posts,221,2798,1218039255100,1479226814030,06/08/2008,15/11/2016,3023
Posts,234,15947,1218043639883,1481219998657,06/08/2008,08/12/2016,3046
Posts,53,98813,1218057297507,1481425550577,06/08/2008,11/12/2016,3048
Posts,89,6709,1218068703457,1480450749830,07/08/2008,29/11/2016,3037
Posts,243,2321889,1218076078560,1481430868900,07/08/2008,11/12/2016,3048
Posts,63,2649,1218076198180,1464707857720,07/08/2008,31/05/2016,2855
Posts,259,459,1218106558613,1455673764837,07/08/2008,17/02/2016,2750
Posts,101,917,1218166737747,1472449748833,08/08/2008,29/08/2016,2943
Posts,193,8,1218200508757,1263620395117,08/08/2008,16/01/2010,526
Posts,100,11379,1218204345290,1464889331177,08/08/2008,02/06/2016,2855
Posts,172,1077,1218361781077,1480667664660,10/08/2008,02/12/2016,3036
Posts,191,74,1218370284443,1238959089760,10/08/2008,05/04/2009,238
Posts,150,26592,1218391868100,1481424558813,10/08/2008,11/12/2016,3044
Posts,96,15196,1218459043787,1478816247597,11/08/2008,10/11/2016,3013
Posts,225,3196,1218542461780,1446450880890,12/08/2008,02/11/2015,2638
Posts,38,358,1218543881653,1433830314357,12/08/2008,09/06/2015,2492
Posts,278,271,1218544358347,1447003406733,12/08/2008,08/11/2015,2644
Posts,233,2797,1218548610667,1480913524827,12/08/2008,05/12/2016,3037
Posts,35,834,1218551739643,1477594171420,12/08/2008,27/10/2016,2998
Posts,115,13540,1218554958067,1480908995847,12/08/2008,05/12/2016,3037
Posts,119,91,1218558744540,1238789115717,12/08/2008,03/04/2009,234
Posts,214,1674,1218571573843,1480973187217,12/08/2008,05/12/2016,3037
Posts,222,6238,1218640269103,1480845083967,13/08/2008,04/12/2016,3035
Posts,97,7944,1218646558000,1481180192270,13/08/2008,08/12/2016,3039
Posts,55,684,1218657412707,1284740647437,13/08/2008,17/09/2010,765
Posts,154,316,1218679262253,1480968996803,14/08/2008,05/12/2016,3036
Posts,61,189,1218679853873,1293441002307,14/08/2008,27/12/2010,865
Posts,252,22,1218699758540,1238706384690,14/08/2008,02/04/2009,232
Posts,211,2347,1218725790123,1481100713260,14/08/2008,07/12/2016,3037
Posts,45,190,1218729565397,1479140853573,14/08/2008,14/11/2016,3014
Posts,175,213,1218762330520,1351746062623,15/08/2008,01/11/2012,1539
Posts,1,227,1218808875030,1238890920227,15/08/2008,05/04/2009,232
Posts,104,193,1218809041017,1442557143863,15/08/2008,18/09/2015,2590
Posts,145,7,1218966442610,1231937878253,17/08/2008,14/01/2009,150
Posts,7,75,1218995457937,1246166452477,17/08/2008,28/06/2009,314
Posts,241,5356,1219063973887,1481408061167,18/08/2008,10/12/2016,3036
Posts,85,4476,1219068373973,1481066254367,18/08/2008,06/12/2016,3032
Posts,67,188,1219076311430,1238987557640,18/08/2008,06/04/2009,230
Posts,253,310,1219097449207,1469468077130,18/08/2008,25/07/2016,2898
Posts,10,26,1219102157643,1238680438697,18/08/2008,02/04/2009,227
Posts,230,8309,1219103890660,1481167660150,18/08/2008,08/12/2016,3033
Posts,73,47,1219110706703,1237835003980,19/08/2008,23/03/2009,217
Posts,164,123,1219121858183,1480597095820,19/08/2008,01/12/2016,3026
Posts,148,201,1219129744347,1479678802220,19/08/2008,20/11/2016,3016
Posts,158,141,1219135568613,1422850046107,19/08/2008,02/02/2015,2358
Posts,51,301,1219224196507,1479305094657,20/08/2008,16/11/2016,3010
Posts,242,21125,1219246853167,1481221002520,20/08/2008,08/12/2016,3032
Posts,125,32,1219345131263,1238589756320,21/08/2008,01/04/2009,223
Posts,182,61,1219412101550,1238464299977,22/08/2008,31/03/2009,221
Posts,46,895,1219420124490,1478603706837,22/08/2008,08/11/2016,3000
Posts,25,251,1219594126983,1471872238840,24/08/2008,22/08/2016,2920
Posts,171,223,1219686958997,1479761650357,25/08/2008,21/11/2016,3010
Posts,149,508,1219692534810,1473892286870,25/08/2008,14/09/2016,2942
Posts,36,468,1219761715757,1477526176637,26/08/2008,26/10/2016,2983
Posts,68,10,1219929446223,1275980308067,28/08/2008,08/06/2010,649
Posts,229,54,1220251014877,1453402778917,01/09/2008,21/01/2016,2699
Posts,247,99,1220266807783,1396252257533,01/09/2008,31/03/2014,2037
Posts,162,454,1220366039510,1481198516233,02/09/2008,08/12/2016,3019
Posts,197,25,1220367608963,1263118246777,02/09/2008,10/01/2010,495
Posts,296,1442,1220441865853,1466852831150,03/09/2008,25/06/2016,2852
Posts,159,111,1220454408940,1458175523253,03/09/2008,17/03/2016,2751
Posts,116,24363,1220466183210,1481366676007,03/09/2008,10/12/2016,3020
Posts,156,18684,1220548603703,1481423148597,04/09/2008,11/12/2016,3019
Posts,75,1322,1220551192073,1451689885257,04/09/2008,01/01/2016,2675
Posts,160,53,1220633474537,1462273343503,05/09/2008,03/05/2016,2797
Posts,24,25,1220846397937,1238949182137,08/09/2008,05/04/2009,210
Posts,210,60,1220957937377,1403625808750,09/09/2008,24/06/2014,2114
Posts,142,173,1221058461013,1471648311553,10/09/2008,19/08/2016,2900
Posts,120,7,1221128835327,1258532346007,11/09/2008,18/11/2009,433
Posts,17,111,1221163712187,1396920870390,11/09/2008,08/04/2014,2034
Posts,59,29,1221176053470,1376510872653,11/09/2008,14/08/2013,1798
Posts,166,115869,1221239084630,1481425434553,12/09/2008,11/12/2016,3011
Posts,173,103453,1221336920187,1481429476123,13/09/2008,11/12/2016,3010
Posts,64,178,1221482140820,1250511949680,15/09/2008,17/08/2009,336
Posts,187,35,1221485839410,1238447236497,15/09/2008,30/03/2009,196
Posts,264,27,1221485877600,1257440393623,15/09/2008,05/11/2009,416
Posts,129,6,1221486862660,1256520141600,15/09/2008,26/10/2009,405
Posts,300,1009,1221488637253,1303797912943,15/09/2008,26/04/2011,953
Posts,184,900,1221489538763,1423072328073,15/09/2008,04/02/2015,2333
Posts,189,272,1221490458833,1302997767823,15/09/2008,16/04/2011,943
Posts,183,42,1221492541637,1392269490553,15/09/2008,13/02/2014,1977
Posts,192,36,1221493102847,1380339060767,15/09/2008,28/09/2013,1838
Posts,270,98,1221495350480,1261485666217,15/09/2008,22/12/2009,463
Posts,244,279,1221497161953,1279387488583,15/09/2008,17/07/2010,670
Posts,188,31,1221498599790,1272720405363,15/09/2008,01/05/2010,593
Posts,78,37,1221499579080,1307052527910,15/09/2008,02/06/2011,990
Posts,203,37,1221505860793,1278487968573,15/09/2008,07/07/2010,660
Posts,65,15,1221508589903,1294090444067,15/09/2008,03/01/2011,840
Posts,131,8,1221513399227,1238686130430,15/09/2008,02/04/2009,199
Posts,77,99,1221514421260,1241522844827,15/09/2008,05/05/2009,232
Posts,11,6,1221518996087,1276588554577,15/09/2008,15/06/2010,637
Posts,126,14,1221524896567,1268563918273,16/09/2008,14/03/2010,544
Posts,79,562,1221545343923,1328275859313,16/09/2008,03/02/2012,1235
Posts,56,32,1221550516837,1297083194953,16/09/2008,07/02/2011,874
Posts,62,23,1221555418203,1420468246677,16/09/2008,05/01/2015,2302
Posts,66,696,1221556876147,1473844830827,16/09/2008,14/09/2016,2920
Posts,224,92,1221574394447,1270198342350,16/09/2008,02/04/2010,563
Posts,291,121,1221576283687,1290105508407,16/09/2008,18/11/2010,793
Posts,8,6,1221597674670,1275020587980,16/09/2008,28/05/2010,618
Posts,39,47,1221619057467,1457285757483,17/09/2008,06/03/2016,2728
Posts,199,786,1221658759577,1433869662997,17/09/2008,09/06/2015,2456
Posts,255,97,1221661054023,1472643336153,17/09/2008,31/08/2016,2905
Posts,236,252,1221671351223,1294783977463,17/09/2008,11/01/2011,846
Posts,195,27,1221685022270,1390421585287,17/09/2008,22/01/2014,1953
Posts,204,271,1221703269370,1468890527747,18/09/2008,19/07/2016,2861
Posts,165,853,1221705394713,1480867580480,18/09/2008,04/12/2016,3000
Posts,209,15,1221712303360,1244577138297,18/09/2008,09/06/2009,265
Posts,52,1146,1221722027793,1480269517020,18/09/2008,27/11/2016,2992
Posts,146,135,1221732245060,1477350585787,18/09/2008,24/10/2016,2959
Posts,205,3,1221752123047,1240495563420,18/09/2008,23/04/2009,217
Posts,16,7,1221753030593,1237763670997,18/09/2008,22/03/2009,185
Posts,138,4,1221777261433,1237402496170,18/09/2008,18/03/2009,181
Posts,180,23,1221821208460,1387270841960,19/09/2008,17/12/2013,1915
Posts,251,2,1221853608417,1225986574377,19/09/2008,06/11/2008,48
Posts,292,43,1221854936697,1256235803393,19/09/2008,22/10/2009,398
Posts,4,5,1222000983973,1231256003427,21/09/2008,06/01/2009,107
Posts,198,51,1222038642950,1280173062967,21/09/2008,26/07/2010,673
Posts,237,45,1222066001480,1287041434480,22/09/2008,14/10/2010,752
Posts,202,25,1222130785910,1243391719293,23/09/2008,27/05/2009,246
Posts,13,16,1222174468250,1238446481487,23/09/2008,30/03/2009,188
Posts,231,9467,1222266546673,1481287352370,24/09/2008,09/12/2016,2998
Posts,127,286,1222267058977,1390957747983,24/09/2008,29/01/2014,1952
Posts,71,20,1222377739387,1389620974537,25/09/2008,13/01/2014,1936
Posts,74,18,1222408149760,1356115403750,26/09/2008,21/12/2012,1548
Posts,128,9,1222924588967,1238799439360,02/10/2008,03/04/2009,184
Posts,58,6,1223053442317,1235554362417,03/10/2008,25/02/2009,145
Posts,213,2,1223214103050,1234957831080,05/10/2008,18/02/2009,136
Posts,212,2257,1223831633653,1479193282753,12/10/2008,15/11/2016,2956
Posts,228,64,1223936563343,1252350233657,13/10/2008,07/09/2009,329
Posts,83,4,1223964274207,1233911411010,14/10/2008,06/02/2009,115
Posts,124,8,1224073238207,1293180459640,15/10/2008,24/12/2010,800
Posts,174,5,1224094260463,1251266422360,15/10/2008,26/08/2009,314
Posts,266,8,1224171217143,1310170243023,16/10/2008,09/07/2011,995
Posts,122,4,1224237981610,1234187849030,17/10/2008,09/02/2009,115
Posts,294,1,1224263064917,1224263064917,17/10/2008,17/10/2008,0
Posts,200,4,1224535007857,1252149587147,20/10/2008,05/09/2009,320
Posts,179,2,1224689155753,1232015248087,22/10/2008,15/01/2009,85
Posts,123,4,1225051959240,1231933280903,26/10/2008,14/01/2009,80
Posts,19,3,1225663753007,1273686457780,02/11/2008,12/05/2010,556
Posts,18,10,1225669268437,1237721516490,02/11/2008,22/03/2009,139
Posts,218,13,1225729899800,1251366371720,03/11/2008,27/08/2009,297
Posts,217,90,1225820916073,1286336359250,04/11/2008,06/10/2010,700
Posts,178,4,1225871258720,1230548402073,05/11/2008,29/12/2008,54
Posts,12,124,1225903254507,1316372426873,05/11/2008,18/09/2011,1047
Posts,277,13,1225928492600,1236386116197,05/11/2008,07/03/2009,121
Posts,147,212,1225987059040,1469530810763,06/11/2008,26/07/2016,2819
Posts,106,10900,1225987857703,1480505602213,06/11/2008,30/11/2016,2946
Posts,194,3,1226100359310,1228999869240,07/11/2008,11/12/2008,34
Posts,43,517,1226263595587,1479757926673,09/11/2008,21/11/2016,2934
Posts,2,8,1226312918877,1265988022983,10/11/2008,12/02/2010,459
Posts,133,2,1226705517650,1227823123417,14/11/2008,27/11/2008,13
Posts,137,70,1226755714747,1394710626713,15/11/2008,13/03/2014,1944
Posts,190,1,1226953088397,1226953088397,17/11/2008,17/11/2008,0
Posts,144,2,1227079794017,1233886630360,19/11/2008,06/02/2009,79
Posts,151,4,1227166024457,1254296721310,20/11/2008,30/09/2009,314
Posts,5,6,1227225871853,1264366789523,21/11/2008,24/01/2010,430
Posts,245,1,1227331612203,1227331612203,22/11/2008,22/11/2008,0
Posts,42,4,1227574952890,1345766709850,25/11/2008,24/08/2012,1368
Posts,161,2,1227791928427,1390127600500,27/11/2008,19/01/2014,1879
Posts,14,3,1228224884073,1323245751040,02/12/2008,07/12/2011,1100
Posts,118,12,1228372265567,1279667319640,04/12/2008,20/07/2010,594
Posts,265,7,1228580571313,1279843455530,06/12/2008,23/07/2010,593
Posts,185,1,1228688146437,1228688146437,07/12/2008,07/12/2008,0
Posts,70,2,1228772085643,1233259155933,08/12/2008,29/01/2009,52
Posts,135,2,1229040613147,1232706613947,12/12/2008,23/01/2009,42
Posts,132,3,1230537539020,1236359421913,29/12/2008,06/03/2009,67
Posts,103,5,1231233925243,1235351484760,06/01/2009,23/02/2009,48
Posts,91,26,1231277641653,1294035882057,06/01/2009,03/01/2011,726
Posts,41,1,1231356433283,1231356433283,07/01/2009,07/01/2009,0
Posts,15,1,1232385418590,1232385418590,19/01/2009,19/01/2009,0
Posts,134,1,1232800588933,1232800588933,24/01/2009,24/01/2009,0
Posts,87,1,1232832354747,1232832354747,24/01/2009,24/01/2009,0
Posts,114,122,1233864701177,1476873598523,05/02/2009,19/10/2016,2813
Posts,157,5,1234205237087,1302940534343,09/02/2009,16/04/2011,796
Posts,167,3,1234541360793,1255794396163,13/02/2009,17/10/2009,246
Posts,136,1,1234811033833,1234811033833,16/02/2009,16/02/2009,0
Posts,99,14,1235069634573,1282043139663,19/02/2009,17/08/2010,544
Posts,27,1,1236042700353,1236042700353,03/03/2009,03/03/2009,0
Posts,92,4,1237997621000,1256739709170,25/03/2009,28/10/2009,217
Posts,20,49,1239158693007,1304437642650,08/04/2009,03/05/2011,756
Posts,44,754,1240332806607,1475931985640,21/04/2009,08/10/2016,2727
Posts,72,8,1240421366433,1353403295930,22/04/2009,20/11/2012,1308
Posts,76,1,1241537724167,1241537724167,05/05/2009,05/05/2009,0
Posts,111,1,1241581102790,1241581102790,06/05/2009,06/05/2009,0
Posts,130,77,1241989395153,1311222100273,10/05/2009,21/07/2011,801
Posts,196,3,1242406852433,1394007658750,15/05/2009,05/03/2014,1755
Posts,140,28,1242863643373,1300852105283,20/05/2009,23/03/2011,671
Posts,6,12,1243319577620,1288860323337,26/05/2009,04/11/2010,527
Posts,232,2,1244475925180,1247951890520,08/06/2009,18/07/2009,40
Posts,181,8,1245632703347,1376591403850,22/06/2009,15/08/2013,1516
Posts,257,1,1245699910777,1245699910777,22/06/2009,22/06/2009,0
Posts,201,1,1245707944080,1245707944080,22/06/2009,22/06/2009,0
Posts,186,1,1246619782637,1246619782637,03/07/2009,03/07/2009,0
Posts,110,9,1247225217637,1291980047230,10/07/2009,10/12/2010,518
Posts,240,61,1247330918483,1465995035567,11/07/2009,15/06/2016,2531
Posts,60,19,1247502215483,1329387623013,13/07/2009,16/02/2012,948
Posts,31,2,1249597146760,1261992315163,06/08/2009,28/12/2009,143
Posts,139,1,1252544834073,1252544834073,10/09/2009,10/09/2009,0
Posts,152,3,1253654721800,1296140669287,22/09/2009,27/01/2011,492
Posts,163,620,1254160783203,1481280867397,28/09/2009,09/12/2016,2629
Posts,220,30,1256301935410,1465975580440,23/10/2009,15/06/2016,2427
Posts,54,2,1274014718090,1275352172373,16/05/2010,01/06/2010,15
Posts,95,54,1278095597450,1457181825233,02/07/2010,05/03/2016,2073
Posts,263,636,1279784131060,1479013772383,22/07/2010,13/11/2016,2306
Posts,250,15,1279786671803,1314100510323,22/07/2010,23/08/2011,397
Posts,290,82618,1279788359633,1481393909373,22/07/2010,10/12/2016,2333
Posts,256,14,1279977721393,1300147918167,24/07/2010,15/03/2011,233
Posts,282,139,1281039235003,1469186824327,05/08/2010,22/07/2016,2178
Posts,260,3,1281852487747,1297532508370,15/08/2010,12/02/2011,181
Posts,287,46,1281852487747,1471164573943,15/08/2010,14/08/2016,2191
Posts,289,182,1282852929430,1481355143247,26/08/2010,10/12/2016,2297
Posts,249,1,1283415342650,1283415342650,02/09/2010,02/09/2010,0
Posts,262,9,1283415483210,1298482104337,02/09/2010,23/02/2011,174
Posts,276,44,1283447001357,1409669840993,02/09/2010,02/09/2014,1461
Posts,33,1,1290533694427,1290533694427,23/11/2010,23/11/2010,0
Posts,32,3,1296053425697,1296140748930,26/01/2011,27/01/2011,1
Posts,168,1,1296097019533,1296097019533,27/01/2011,27/01/2011,0
Posts,169,4,1296108860063,1296141048167,27/01/2011,27/01/2011,0
Posts,48,1,1296123953340,1296123953340,27/01/2011,27/01/2011,0
Posts,49,1,1296151648213,1296151648213,27/01/2011,27/01/2011,0
Posts,280,189,1298062073817,1475580921797,18/02/2011,04/10/2016,2055
Posts,272,10,1307312489963,1374774469760,05/06/2011,25/07/2013,781
Posts,284,2,1308881093793,1338793293530,24/06/2011,04/06/2012,346
Posts,170,2,1310102075437,1348125604540,08/07/2011,20/09/2012,440
Posts,274,12,1323458801377,1390680199090,09/12/2011,25/01/2014,778
Posts,94,3,1327189017180,1386825728103,21/01/2012,12/12/2013,690
Posts,34,4,1334135036250,1373220405003,11/04/2012,07/07/2013,452
Posts,286,1,1335617839537,1335617839537,28/04/2012,28/04/2012,0
Posts,50,7,1340299575040,1389402993950,21/06/2012,11/01/2014,568
Posts,295,56,1352208767557,1395981936547,06/11/2012,28/03/2014,507
Posts,93,3,1357218246783,1367476825273,03/01/2013,02/05/2013,119
Posts,293,77,1357571209647,1375726759970,07/01/2013,05/08/2013,210
Posts,112,8,1357727568387,1372140119863,09/01/2013,25/06/2013,167
Posts,238,4,1361954597300,1372501458250,27/02/2013,29/06/2013,122
Posts,219,1,1365661554067,1365661554067,11/04/2013,11/04/2013,0
Posts,153,1,1374222295647,1374222295647,19/07/2013,19/07/2013,0
Posts,239,1,1382555549200,1382555549200,23/10/2013,23/10/2013,0
Posts,113,1,1390195901393,1390195901393,20/01/2014,20/01/2014,0
Posts,254,2,1392063476597,1392072688980,10/02/2014,10/02/2014,0
Votes,4,108653084,1217462400000,1481414400000,31/07/2008,11/12/2016,3055
Votes,3,7826922,1222992000000,1481414400000,03/10/2008,11/12/2016,2991
Votes,1,145510,1233014400000,1481414400000,27/01/2009,11/12/2016,2875
Votes,2,94709,1233619200000,1481414400000,03/02/2009,11/12/2016,2868
Postlinks,1,3993516,1272250788130,1489449678197,26/04/2010,14/03/2017,2514
Users,11,158640,1217462400000,1481396655753,31/07/2008,10/12/2016,3055
Users,1,258298,1217514151287,1481428892923,31/07/2008,11/12/2016,3055
Users,3,200838,1217514151287,1481363619473,31/07/2008,10/12/2016,3054
Users,9,230902,1217514151317,1481428748733,31/07/2008,11/12/2016,3055
Users,32,1195136,1217552351147,1481430743720,01/08/2008,11/12/2016,3054
Users,2,9284,1217593094520,1481390021837,01/08/2008,10/12/2016,3053
Users,28,7383,1217597693880,1481406613837,01/08/2008,10/12/2016,3053
Users,4,13038,1217603525870,1480522285323,01/08/2008,30/11/2016,3043
Users,26,69940,1217608113453,1481430639223,01/08/2008,11/12/2016,3054
Users,15,331173,1217608115497,1481326805530,01/08/2008,09/12/2016,3052
Users,12,11428,1217608688627,1480970758667,01/08/2008,05/12/2016,3048
Users,31,49233,1217655636787,1481095459487,02/08/2008,07/12/2016,3049
Users,16,47231,1217662486760,1480344106750,02/08/2008,28/11/2016,3040
Users,19,3760,1217936669653,1478805983577,05/08/2008,10/11/2016,3019
Users,13,443552,1217941701077,1481423569070,05/08/2008,11/12/2016,3050
Users,7,33579,1218015978830,1481348271053,06/08/2008,10/12/2016,3048
Users,8,4324,1218111366923,1479960753947,07/08/2008,24/11/2016,3031
Users,5,56739,1218257325570,1481393711973,09/08/2008,10/12/2016,3046
Users,20,3539,1218269310207,1480390684427,09/08/2008,29/11/2016,3034
Users,27,4782,1218997319590,1481394249353,17/08/2008,10/12/2016,3037
Users,24,1712,1219085310237,1480903008183,18/08/2008,05/12/2016,3030
Users,30,3254869,1219163716637,1481430722687,19/08/2008,11/12/2016,3035
Users,14,10321,1219374346303,1481395355050,22/08/2008,10/12/2016,3033
Users,6,2067,1219494572323,1481344743647,23/08/2008,10/12/2016,3031
Users,23,482,1219752743557,1475936928137,26/08/2008,08/10/2016,2965
Users,10,7173,1219798822600,1481402798977,27/08/2008,10/12/2016,3028
Users,18,5122,1219950360097,1481358473187,28/08/2008,10/12/2016,3026
Users,17,2995,1220241087737,1481368279937,01/09/2008,10/12/2016,3022
Users,29,5657,1221491112413,1481180587523,15/09/2008,08/12/2016,3006
Users,25,12130,1221535520963,1481426827223,16/09/2008,11/12/2016,3008
Users,22,2640,1225577463423,1481349465933,01/11/2008,10/12/2016,2960
Users,21,619,1247785683400,1481337203043,16/07/2009,10/12/2016,2703
Users,33,70,1373542330800,1481416988487,11/07/2013,11/12/2016,1249
Users,34,2,1440007672130,1443206917387,19/08/2015,25/09/2015,37
Badges,1,21882067,0,0,0,0,0
Comments,3,53121146,1217607897767,1481440862280,01/08/2008,11/12/2016,3054
Comments,2,440605,1217831744397,1481369167833,04/08/2008,10/12/2016,3050
Comments,1,4372,1220948298713,1474556342580,09/09/2008,22/09/2016,2935
Comments,4,595,1222952684943,1306346436220,02/10/2008,25/05/2011,965
Tags,1,35169,0,0,0,0,0
Tags,2,13204,0,0,0,0,0
